Indeks,Komentar,Label,Label_Validator
536,hotvip189 💜jp menanti kak💜555,1,1.0
537,☯🆔jp good 𝐊𝐈𝐍𝐆𝐌𝐀𝐂𝐀𝐔𝟒𝟒 happy always boskuh605637282,1,1.0
538,idprowin81🪯 pl4y to winner wirr 🤠,1,1.0
539,jp mexwin uburwiner 💙 menyala bosskuh😎,1,1.0
541,cari nama saya okejp58 🤍,1,1.0
542,🥰✨🙏thankssss 🌸🀄uburwiner🀄🌸 bahagia selalu bossku 💮🉐2738363,1,1.0
543,☯🆔jp good uburwiner happy always boskuh,1,1.0
544,🦋🐥🦋jp mexwin 🐣𝗟𝗚𝗢𝗧𝗢𝗧𝗢𝟱𝟱🐣 happy always bosku 💛🥰,1,1.0
545,@servercuan33 💚💚 performance brother💚💚,1,1.0
546,my name 👑👑𝐋𝐆𝐎𝐓𝐎𝐓𝐎𝟓𝟓👑👑congratulation bossku 🥰🔥,1,1.0
547,@mafiabet78 🏆hala madrid🏆,1,1.0
548,thankssss 🌹servercuan33🌹 congratulation bossku🤗,1,1.0
549,🥰✨🙏thankssss 🌸🀄𝐌𝐀𝐅𝐈𝐀𝐁𝐄𝐓𝟕𝟖 🀄🌸 bahagia selalu bossku 💮🉐03500,1,1.0
550,@mafiabet78 the only one✨✨,1,1.0
551,@pgc789 💙🖤happy birthday king💙🖤,1,1.0
552,@hotvip189 always in heart,1,1.0
554,✨🙏thankssss 🌸🀄𝗠𝗔𝗥𝗢𝗕𝗘𝗧𝟭𝟴𝟵🀄🌸 bahagia selalu b🥰ossku 💮🉐,1,1.0
555,@okejp58 ✨ happy always bossku✨,1,1.0
557,@okejp58 🖤🖤 top the best ✨✨,1,1.0
562,@uburwiner ✨ win✨,1,1.0
564,@ 💚 uburwiner 💜super fantastic baby💚💜,1,1.0
565,🥰🍀💦 jp good ⚡𝗟𝗚𝗢𝗧𝗢𝗧𝗢𝟱𝟱⚡ happy always bosku 🥰,1,1.0
566,@servercuan33 ✨💙 so beautiful💙💙,1,1.0
574,𝗦𝗚𝗖𝗕𝗘𝗧𝟮𝟮 happy always bosku 🌟🌟🌟,1,1.0
576,@𝗠𝗔𝗥𝗢𝗕𝗘𝗧𝟭𝟴𝟵 🥰🍀💦 jp good ⚡meoh789 ⚡ nice game bosqu,1,1.0
578,🆔@lirik789🆔 happy forever bosqu 🆔 653,1,1.0
579,@ @asiawin67 always maxwin💚💚,1,1.0
581,paling mantap bosku @asiawin67 🔥🔥💯,1,1.0
586,@servercuan33 💚 sensational💚💚,1,1.0
587,@ servercuan33⚡definitely withdraw⚡,1,1.0
589,kesalah terlalu percaya di awal😇,1,1.0
590,free spin 0 rp anj 3 kali lohh main di raja bandot,1,1.0
592,@pgc789 🌪 an option🌪✨💙,1,1.0
593,☦🆔jp good 🖤pgc789 🖤 happy always boskuh5006💙,1,1.0
594,@hotvip189 🔥 terbaik number one 🔥8988,1,1.0
595,info joki inbox,1,1.0
596,berani main bet besar aj baru wd 2jt modal 250k,1,1.0
598,@macanhoki 789 ✨always forever bosku,1,1.0
599,nggak nyangka barusan dikasih wd 18jt😂,1,1.0
600,mantab jangan sampai candu yah🗿,1,1.0
602,gw coba yak awas ae lu boong,2,0.0
604,@ᴍᴀᴄᴀɴʜᴏᴋɪ789 💛💜happy asmara💛💜,1,1.0
606,@ᴍᴀᴄᴀɴʜᴏᴋɪ789 💙always maxwin💙,1,1.0
608,admin semua yang komen njir🗿,3,2.0
614,@okejp58 🖤forever mexwin x always won🤍,1,1.0
619,@ᴍᴀᴄᴀɴʜᴏᴋɪ789 💚savage💚,1,1.0
624,@macanhoki789 💚stay with me💚💚,1,1.0
625,@macanhoki789 🌟💫always maxwin 💫🌟,1,1.0
626,@okejp58 🔥 🀄best friend forever🀄,1,1.0
628,supercuan58 🖤happy here bosku 😎,1,1.0
629,@supercuan58 💛💜 performance brother💜💛,1,1.0
630,👑 okejp58 👑 congratulation bossku 🥰🥰,1,1.0
631,beli frespin isinya 0 lebih membunuh,1,1.0
632,✨🙏thankssss 🌸🀄dewaprime88🀄🌸 bahagia selalu bossku 💮🉐035,1,1.0
633,@meoh789 💚 maxwin💚💚 4,1,1.0
634,@meoh789 💚 bosku💚💚 3,1,1.0
635,@meoh789 💚 fantastic baby💚💚 2,1,1.0
636,@meoh789 💚 sensational💚💚 1,1,1.0
637,baru aja rungkat 1 3jt,1,1.0
638,@𝗟𝗜𝗥𝗜𝗞𝟳𝟴𝟵 always with you 23c,1,1.0
639,@meoh789 neverstop tier,1,1.0
640,@gso789 🀄thanks you to winner🀄,1,1.0
644,@okejp58 🥇super fantastic baby🥇,1,1.0
650,@macanhoki789 🖤💙never stop trying🖤💙,1,1.0
651,macanhoki789 💙🖤always so happy 🖤💙,1,1.0
685,☯🆔jp good 💜 okejp58 💟 happy always bosku,1,1.0
718,free spen dpat zonc anjiii nggak tu😁🤣,1,1.0
722,gw malah beli sketer eh isinya sangat mengecewakan,1,1.0
724,kayak walid muka kakek ny,3,3.0
725,dia sedang memantau scter yg di berika scra cuma2 di bet 3000,1,1.0
726,gak wd blas,1,1.0
727,@𝐋𝐈𝐑𝐈𝐊𝟕𝟖𝟗 🖤 with me🖤 4046,1,1.0
728,@𝐋𝐈𝐑𝐈𝐊𝟕𝟖𝟗 🖤 with me🖤 264,1,1.0
729,@𝐋𝐈𝐑𝐈𝐊𝟕𝟖𝟗 🖤 with me🖤 451,1,1.0
730,bet 2k isi 12ribu😭,1,1.0
731,bet 1 000 cuma di kasih 7 000🙂,1,1.0
732,gw modal 26k naik 2 7 jt gw wd 1jt yang 1 7 jt angus,1,1.0
733,modal 50 bet 200 maxwin gatau uang nya kemana 😂,1,1.0
737,kaloo free mahh gratiss itumahh buy,1,1.0
738,apa lagi klo buyspin 1jt isi cuma 50k,1,1.0
739,beli 100 isi nya 2000🗿no man no,1,1.0
740,@sugeng70000 di jamin jp,1,1.0
741,bobo slot lagi gacor,1,1.0
742,🥰✨🙏thankssss 🌸🀄𝐌𝐄𝐎𝐇𝟕𝟖𝟗🀄🌸 bahagia selalu bossku 💮🉐2001,1,1.0
743,free spin x byr tu masalahnya 😌,1,1.0
744,hahaha dpt 100 200 pun jdi la,1,1.0
745,main dkt saya bos ad free credit,1,1.0
746,free spin sambung xbayar lagi💔,1,1.0
747,spek pak haji aja masih mengharapkan free spin ap lgi kita,1,1.0
748,sehari 20 ringhit x 10 hari dah 200 letak public gold kan ada untungnya,1,1.0
749,kena free spin 30kali x8 tpi byar rm5je😂😆😂,1,1.0
750,msok tp xbayar 😂,1,1.0
751,fighter pun free spin rm3 jak koyak😆,1,1.0
752,dia mari 15 10 free spin tak byr 💔,1,1.0
753,koyak hati abang sebab free spn bukan sebab pp tak tahu diri😌,1,1.0
754,hanya sekadar free spin😁,1,1.0
755,hoktu dh la 100 xdae 3mnit🤣,1,1.0
756,😅😅 anda mendapatkan 15 spin gratis,1,1.0
758,free spin sound,1,1.0
776,free spin dapat 000 perak🤪🤪,1,1.0
778,dapet 6000 🗿🗿🗿,1,1.0
782,nyari frre spin abis 100 daptnya 17 menyala bosku,1,1.0
783,seolah suci that kah inan🦥,3,3.0
784,@kata kata cuman dapet 7k doang anj,3,3.0
785,😅😅😅 pembunuh e bah saldo dana kosong,3,3.0
788,@ysuf naik bet confirm masok ni🤣,1,1.0
790,@beny kirimen ng preman e 🤣,3,0.0
791,@泠鹅涩蛙人 💸🛑 kawan saya dpt free spin pun menang rm 12 30,1,1.0
793,free spin menurut ulama,1,1.0
795,@dhimas gagal jinak scater isi 40perak😭😂,1,1.0
796,rungkat wahai teman 30jeti,1,1.0
797,agas spin,1,1.0
800,scater hitam,1,1.0
801,berhentilah kawan judol adalah racun yang paling berbahaya,1,1.0
803,gratis spinan artinya kak dek,1,1.0
812,td mlm hancur bgs di mahjong di bantai 5 juta padahal duit buat mudik🥺🥺,1,1.0
815,istirahat lah kawan kalah mu udh bnyk 😂😂,3,3.0
816,diam tidak berisi🗿🗿🗿,3,3.0
817,kanapa sih setiap habis rungkat buka tiktok pasti keluar kata2 tentang perjudian giliran gk main scrol2 tiktok gk ada,1,1.0
819,barang ngelast kene lipat free spin,1,1.0
820,ada lagi yg lebih kejam yaitu stel ulamak tapi pemain judi 😔🥺,4,4.0
824,dulu hidup ku sangat bercukupan setelah mengenal game itu saya merasah semua hilang jujur bahkan mama ku meninggalkan aku karna terlalu banyak fikiran karna ulah ku stop judi online,1,1.0
825,bet 100ribu dibayar memuat😭,1,1.0
827,jir isinya link slot semua,1,1.0
828,dan free spin sendiri juga bisa menjadi pembalik keadaan🗿,1,1.0
829,free spin isi 2rb,1,1.0
831,udh di wd tapi buat main lagi🗿,1,1.0
832,depo 5 jt bet 5 jt sekali pecah tun tung selayar 😂,1,1.0
833,tockey judi saja dalam komen ni haha,1,1.0
834,ayo semangat teman slot gak buat lu kaya,1,1.0
835,@bokep809 💜stay with me💜,5,5.0
837,@nerr link ad di bioo😭,1,5.0
838,wak slot🗿,1,1.0
839,100 lagi leeee pasti wd itu🤣,1,1.0
840,@verl @erdi gapernah ngoplo @dt mandalika💅,3,3.0
841,kejam dunia perjudian bray🗿,1,1.0
842,info link gacor brother 🔥🗿 mumpung saldo full,1,1.0
843,gua senang bnget pas dapat fre di bet 8 k tpii total dibayar 5 k satu kopi😭,1,1.0
846,agen ling langsung menunjukkan dirinya dan berkata bahwa lingnyalh yg gacor😂🤣🤣🤣,1,1.0
847,jngan berharap di free spin😄,1,1.0
848,stop judi anjj,1,1.0
849,adalah 24d spin @spermaa1123,1,1.0
850,info link gacor 😮 💨,1,1.0
851,@muhammad fauzan nasrul pov agen slot adu mekanik,1,1.0
853,kalo pengen kaya deponya haru gede ya😭,1,1.0
854,buset bandar semua yg komen🗿🗿🗿,2,1.0
855,busett tengang amat aku curiga max bet 🔥🔥😂😂,1,1.0
856,kalo sceter nya ga ngasih yang bet nya yang di mainin di naikin atau di turunin,1,1.0
857,@ ☘ saya sudah menang karna sudah tidak bermain 🔥🔥,1,1.0
858,@rma789 🌊✨ with me🌊✨ 07,1,1.0
859,@rma789 🌊✨ always winnn🌊✨ 08,1,1.0
860,@rma789 🌊✨ goodluck brother 🌊✨ 06,1,1.0
861,@rma789 🌊✨ go boskuh🌊✨ 05,1,1.0
862,dapat ss bet 4k isinya cuma 15rb😭,1,1.0
863,gue seminggu habis 2 jt lebih,1,1.0
864,@emerkohok gue seminggu habis 2 jt lebih,1,1.0
865,satu negara saja sudah cukup jangan dipertemukan lagi ya allah,4,0.0
866,apalgi sama si anis basedannn amit amit ya allah naudzubillah,3,3.0
867,maaf kak katanya jokowi itu juga presiden terkorup karena selama pemerintahannya banyak yang korupsi bener gak sih?,2,2.0
868,hhh dan antek antek mulyono😭,3,3.0
869,kamu tuhah kah? kok bisa tau orang pembohong atau ngga? namanya manusia pasti ada kesalahan jadi jangan asal ngetik,3,0.0
870,jangan naif naif banget kak jadi orang 😂,3,3.0
871,alasan ga ikut cpns takut jd anak buah bahlil 😭,3,3.0
872,amit2 jiabang bayik jauh2in,3,3.0
873,bayangin udah di neraka ketemu bahlil disabet pake sabetan bekas bahlil😭🙏,3,3.0
874,jgn sampe se room sama bahlil,3,3.0
875,awuran cik😭,3,3.0
876,bahlil 😭😭,3,3.0
877,kabarnya bahlil se room saka mulyono,2,3.0
878,alasan pen masuk surga ogah ketemu bahlil 😭,3,3.0
879,iya anj pada durhaka bgt😭😭,3,3.0
880,@kaa44 kurang ajar😭😭😭,3,3.0
881,bodo ah gen dia noh kelaperan duit😝,3,3.0
882,yakalik pas ketemu bahlil saya meragukan nasionalisme kalian,3,3.0
883,jumpa dirut pertamina di akhirat apes apes,3,3.0
884,jadi alasan knp bpk maruf amin bilang kebanyakan masyarakat indonesia masuk surga salah satunya ya krn lewat jalur di dzolimi pemerintah ini😭,2,2.0
885,@dapp oii kw ngeyel og dao,3,3.0
886,validddd😭👍🏻👍🏻👍🏻 cuma indo yg dijajah trus tp yg di atas bilang kita merdeka merdeka buat pejabat ae,2,2.0
887,komentar lain nya banyak takut ketemu bahlul ayy😂😭,3,3.0
888,gaboleh suudzon krn hanya allah yang tahu tapi gw jg mikir emg tuh 2 nenek bkl msuk surga ya dgn segala hal yg dh dibikin ama mreka😔,3,3.0
889,astaghfirullah takut banget aku punya sifat seperti anda anda merasa seperti lebih baik dari pada pendosa,3,3.0
890,bodo amat oknum pmrnth koruptor mah hrsnya dseret di jlan diadili di dunia maupun akhirat tp riwayat mrk byk yg lolos dn rakyat ttp rugi besok di yaumul hisab aku bkal bersaksi dg teliti kelicikan mrk,3,3.0
891,@yupi jadi alasan knp bpk maruf amin bilang kebanyakan masyarakat indonesia masuk surga salah satunya ya krn lewat jalur di dzolimi pemerintah ini😭😭,2,2.0
892,semoga jadi ladang pahala buat kita yg di dzolimi pemerintah terutama kasus pertamina ini g ikhlas bgt gue bakalan gue tagih di akhirat 😭😭😭😭,3,3.0
893,ogah bareng mulu bang ntar amal gw dikorupsi lagi😫,3,3.0
894,bayangin semenyala apa kobaran api yng korup pertamina,3,3.0
895,belum korup yang lain😔 korup punya anak yatim aja azabnya ngeri ini korupin janda anak yatim fakir miskin dan masih banyak lagii,3,3.0
896,tobat biar kaga se ending bareng mulyono gibran luhut bahlil semua pejabat da,3,3.0
897,minal aidzin wal faidzin mohon maaf lahir dan batin tapi pemerint4h kaga usah dimaafin aja lah ngapain biarin aja diadili sama allah dulu,3,3.0
898,kita masuk surga kok soalnya kan dizolimi sama pemerintah,3,3.0
899,@ rebeccä d bayangin cambukan nyaa bekas pemerintah dan ga dicuci,3,3.0
900,takut bgt ketemu mulyono sekeluarga😭,3,3.0
901,jangan se room sama jokowi pls,3,3.0
902,tanpa di hina mereka sudah terhina🙏🥰,3,3.0
903,di indonesia yg apanya dikorupsi jadi makin ragu ngapa in🤣😭,2,3.0
904,kurang ajar,3,3.0
905,jangan tuh pemerintah mau bikin tiket akhirat biar bisa cuan juga😡,2,2.0
906,@ryuuupii kita kan pada masuk surga jalur dizolimi pemerintah sans,3,3.0
908,@prilea jgn sampe se room sama bahlil,3,3.0
909,neraka gk cma 1 anjayyyy mungkin pemerintah indo paling tinggi🥰,3,3.0
910,@charming ayo tobat jangan bareng pemerintah yang oplos pertalite,3,3.0
911,masuk jalur karena didzolimi pemerintah,3,3.0
912,klo ketemu ngendok aja bg,1,3.0
913,keknya setan iblis pun sampe geleng2 liat tingkah mereka yg korup,3,3.0
914,gen z ngomongnya asal banget anying 😭😭😭 awas se room sama bahlil se room katanya 😭😭😭,3,3.0
915,@aydiw lihatlah miskah 🤣🤣,3,3.0
916,@isel satu negara saja sudah cukup jangan dipertemukan lagi ya allah,3,3.0
917,durhaka bngtt gilaa 😭🫵,3,3.0
918,jangan sampe ketemu dirut pertamina,3,3.0
919,gw gamau di neraka ketemu bahlil 😭,3,3.0
920,ntar batu panas neraka pun di korup sama dia,3,3.0
921,yang non muslim khususnya kristen katolik tobat nt ktemu harvey moeis😭,4,3.0
923,awas ada bahlil,3,3.0
924,gak sudi ketemuan sama manusia tamak guwah mah 😏😅,3,3.0
925,bahlul meresahkan,3,3.0
926,@hay anyeong cok😭,3,3.0
927,jadikan ini motivasi baru guys ingat jangan sampai ketemu bahlil😭😭,3,3.0
928,ogah bangett gua ma tikus n kadal itu,3,3.0
929,males bgt gw satu room ama si darksistem 🤭,3,3.0
930,makasih motivasinya ogah bgt gw hrs satu basecamp sama mereka iyuhh,3,3.0
931,jgn sampe ketemu mulyono dan antek nya😭,3,3.0
932,ini kyanya yg di hisab prtma bkn nabi sulaiman tapi pemerintah konoha,2,3.0
933,dosa rakyat indonesia ditanggung sama pemerintah😭🙏,2,3.0
934,jgn smpe se room dengan orang pertamina,3,3.0
935,bahlil ireng masa mau kaya gw,3,4.0
937,malaikat selamat kamu masuk surga karna beli pertamax oplosan,3,3.0
938,rugi g sih kita masuk penjara krn maling gorengan pejabat enak maling duit triliyunan kemana mana pakai jet pribadi,3,3.0
939,bahlil emng bahlul,3,3.0
940,pada suap juga ga ya itu nanti yg korupsi? 😌,2,2.0
941,ya allah gamau ketemu bahlil sm owi lg😭,3,3.0
942,kayaknya kebanyakn rakyat indo masuk surga deh soalnya korban kedzaliman pemerintah😭🤣,3,3.0
943,males bgt ketemu bahlil,3,3.0
944,masuk surga via di dzolimi pemerintah,3,3.0
945,@yupi jadi alasan knp bpk maruf amin bilang kebanyakan masyarakat indonesia masuk surga salah satunya ya krn lewat jalur di dzolimi pemerintah ini😭,3,3.0
946,tapi kan dia udah tobat eh tapi boong😅😭😂 malah pengen dana,3,3.0
947,misal ni pemerintah indo neraka lv 10 kita lv 1 aja gk si,3,3.0
948,ggpp biar siksanya di korupsi pemerintah,3,3.0
949,kalo nakut2in anak kecil udh bukan biarin aja nanti kalo nakal masuk neraka tp biarin aja kalo nakal nanti masuk ke tempatnya pemerintahan di akhirat 😭🙏,3,3.0
950,yakali diindo udh ketemu pemerintah indo di neraka ketemu mereka lg klo gw sih ogah yah,3,3.0
951,masuk surga jalur gk mau ketemu pemerintah di neraka🗿😭,3,3.0
953,takutnya di neraka masih ditagih pajak 😭,4,3.0
954,muak banget liat mukanye yakan 😭,3,3.0
955,ke surga jalur ilfil sama pemerintah indo,3,3.0
956,tp muka lu kristenable🤡,3,4.0
957,sudah ada klarifikasi dari pertamina untuk mengembalikan kepercayaan masyarakat terhadap pertamax besok tanggal 29 30 februari 2025 pertamax di gratiskan di seluruh wilayah indonnesia,2,2.0
958,firaun juga najis deh keknya ketemu mereka,3,3.0
959,sok cantik,3,3.0
960,masa iri ama lc 🤣,3,3.0
961,500 psk bang,5,5.0
962,spil beli slave nya bang,5,5.0
963,mantap gi bibik semok awak yii🤭 @adityaa,5,5.0
964,udahh pro yaa kakak nyaaa🤭🤭aduhhh menyala kakak nyaaa😊😊,5,5.0
965,1 cowo hyper💋,5,5.0
966,se ga ngebosenin itu emng yg satu ini🥵🥰,5,5.0
967,@196 024 genit ngene yo,5,5.0
968,bu bidan rita bu guru salsa warung madura👇👇 LINK0 LINK1,1,5.0
969,fungsi jilbab lo apa lol,3,3.0
970,calon cwe naik daun dengan keadaan terbuka🤪,3,3.0
971,jgn di hina dia udah hina,3,3.0
972,contoh wanita akhir zaman,3,3.0
973,yg lihat anak bokep,5,3.0
974,mbak aku aceng loh,5,5.0
975,spil teampicknya kak,5,5.0
976,gacor bruttt,5,5.0
977,lc kabupaten,5,5.0
978,pengen 🤤🤤,5,5.0
979,uuuh puleennya🤩🥰🔥🫰,5,5.0
980,sehat wanita penghibur,5,5.0
981,mau item juga kalo mukanya secantik zqya gw juga mau bang😋😹,5,5.0
982,emng coklat item,5,5.0
983,warnanya klabu,5,5.0
984,tersimpan rapih di galeri,5,5.0
985,tatapan centilnya itu loh adohh,5,5.0
986,minta vidio nya dong bro,5,5.0
987,tinggal cari aja di x banyak bangg🤣🗿,5,5.0
988,pesona lc,5,5.0
989,udh jebol kh?🗿,5,5.0
990,yg udh nonton video nya di yt sabaku mister 🤤,5,5.0
991,cewe tergrepe,5,5.0
992,pink loh,5,5.0
993,dia skandal lu ga tau ya?😂,3,3.0
994,pernah blunder dia 😂,3,3.0
995,zqya 4 menitt LINK0,5,5.0
996,pink broo🤣,5,5.0
997,kara anj🥵,3,3.0
998,berani taruhan saya ahaha,1,0.0
999,ini mah ga berlebihan kalau cwo nya tinggi berisi,5,5.0
1000,ketebalan 80 kedalaman 80 kehutanan 50 suhu kehangatan 55c sumber mata air 88 kecepatan semburan air 90,5,5.0
1001,💟✨🙏thankssss 🌸🀄𝐌𝐄𝐎𝐇𝟕𝟖𝟗🀄🌸 forever selalu bossku 💮🉐82002,1,1.0
1002,💟✨🙏thankssss 🌸🀄𝐌𝐄𝐎𝐇𝟕𝟖𝟗🀄🌸 bahagia selalu bossku 💮🉐76825,1,1.0
1003,💟✨🙏thankssss 🌸🀄𝐌𝐄𝐎𝐇𝟕𝟖𝟗🀄🌸 bahagia selalu bossku 💮🉐2005,1,1.0
1004,kara merang gede doang kalo dari muka menurut gua b aja🙏,5,5.0
1005,bilang aja kamu mau gede tp ga bisa kwkw minimal makan bos,3,3.0
1006,karna lo jg ga mampu wkwk,3,3.0
1007,cikgu fadhilah😍👇 LINK0 LINK0 LINK0,1,5.0
1008,apanya yg di kokop🗿😂,5,5.0
1009,@rapiiiww @bimanitya yang kotang merah janggan sampai lepass,5,5.0
1010,💟✨🙏thankssss 🌸🀄𝐌𝐄𝐎𝐇𝟕𝟖𝟗🀄🌸 bahagia selalu bossku 💮🉐80094,1,1.0
1011,@𝐆𝐒𝐎 𝟕𝟖𝟗 💚super fantastic baby💚💚,1,1.0
1012,smp cantik berkacamata LINK0,5,5.0
1013,crt cook,5,5.0
1014,tipe gini brutal wkwkkw,5,5.0
1015,gk gigit paleng cm di kulum aja😂😂😂,5,5.0
1016,ngeluber brek😂🔥,5,5.0
1017,coba tali merah yg di dlm gk ada,5,5.0
1018,buset kayak emak emak anak 3 itu mah,3,3.0
1019,cek id tevi elsaelicia brooo mantep bangeet,5,5.0
1020,🌠💯🙏thankssss 🈲🀄 meoh789 🀄🈲 bahagia selalu bossku 🌠 9002,1,1.0
1021,@ 🥰✨🙏 🌸🀄 @meoh789 🄸🌸 bahagia selalu bossku 💮🉐204,1,1.0
1022,@𝐌𝐄𝐎𝐇𝟕𝟖𝟗 💙🖤stay with me💙🖤,1,1.0
1023,@ 🥰✨🙏 🌸🀄 @meoh789 🄸🌸 bahagia selalu bossku 💮🉐201,1,1.0
1024,kalo yg baru join di jamin menang ga bg?,1,1.0
1025,di jamin bg itu gua jg baru join bg,1,1.0
1026,makasih mas saya barusan wd 700k lumayan lah mas buat besok🤣,1,1.0
1027,step bay step wd juga 28jt🤣🥰,1,1.0
1028,akhirnya link nya meluncur brayy otw nih,1,1.0
1029,ok bg saya coba dlu dehh kalo memang gg,1,1.0
1030,gw juga wd di sini baru kali ini main di kasih wd besar untung di kasih tau teman gw main di sini,1,1.0
1031,gua kira awalnya boongan pas gua coba beneran terbukti bangett,1,1.0
1032,gabut liat komen lansung gua coba ehh bneran wd walaupun modal 50 jadi 800 mayan lah😁,1,1.0
1034,wah saya juga bg abis wd 21jt awal nya cuman iseng eeh malah di kasih,1,1.0
1035,emang gak sia saya main di sini bg🔥,1,1.0
1036,jarang ada situs kyk gini pokok nya mntap lah bang👍,1,1.0
1037,web baru emang enak banget 😁,1,1.0
1038,makasih info nya kak berkat lu gw jadi ngerasain wd,1,1.0
1039,udah kebanyakan kena t1pu kok sit s ini enak poll 😁 terimakasih bang🙏,1,1.0
1040,pg nya barusan gua coba enak putarannya bang,1,1.0
1041,waduh gacor bang wd aku 5jt bang terimakasih info nya bang😭,1,1.0
1043,@ 🥰✨🙏 🌸🀄 @meoh789 🀄🌸 bahagia selalu bossku 💮🉐202,1,1.0
1044,@lulucantik @ 🥰✨🙏 🌸🀄 @meoh789 🀄🌸 bahagia selalu bossku 💮🉐201,1,1.0
1045,@𝗠𝗔𝗖𝗔𝗡𝗛𝗢𝗞𝗜𝟳𝟴𝟵 💚 the best bosku 💚 099,1,1.0
1046,🌠thankssss 🀄 𝐌𝐄𝐎𝐇𝟕𝟖𝟗 🀄 bahagia selalu bossku 🌠8001,1,1.0
1047,full senyum abis wd 45jt😭😭,1,1.0
1048,info link nya bg🙏,1,1.0
1049,modal berapa tu bg?,1,1.0
1050,450k breee,1,1.0
1051,oke bg gw serc di google dulu sambil bawa 500k,1,1.0
1052,🙏thankssss ⛎🀄 𝐀𝐍𝐆𝐊𝐎𝐓𝟕𝟕𝟕 🀄⛎ 🖤happy asmara🖤 304,1,1.0
1053,@𝗠𝗔𝗖𝗔𝗡𝗛𝗢𝗞𝗜𝟳𝟴𝟵 💚 the best bosku 💚 012,1,1.0
1056,mantap bat anj,3,3.0
1057,@𝗠𝗔𝗖𝗔𝗡𝗛𝗢𝗞𝗜𝟳𝟴𝟵 💚 the best bosku 💚0026,1,1.0
1058,@𝗠𝗔𝗖𝗔𝗡𝗛𝗢𝗞𝗜𝟳𝟴𝟵 💚 the best bosku 💚 0128,1,1.0
1059,abis wd 20jt be like😋,1,1.0
1060,dont sexualize me,5,0.0
1061,😘beautiful lady,5,5.0
1062,gacor 🗿,1,1.0
1065,1 cowok hyper bgt plis💦🫦,5,5.0
1066,pulen poll,5,5.0
1067,aku icelik,5,5.0
1068,LINK0 mau liat video full nya klik link,1,5.0
1069,viral zahra sea food LINK0,5,5.0
1070,zahra sambak part2 LINK0,5,5.0
1071,😂😂 anj,3,3.0
1072,to the points anj wkwk,3,3.0
1073,gelap anj,3,3.0
1075,@gso789 🌠 stay with me 🌠,1,1.0
1076,auto win,1,1.0
1077,gacor parah,1,1.0
1078,jp in,1,1.0
1079,vidio nya bentar lagi nyusul masse,5,5.0
1080,pasti habis ngebunuh kan,3,3.0
1081,biasa bro barangnya jelek bawaannya sensi😂✌,3,3.0
1082,cemilan pejabat 😳,3,3.0
1083,😂😂😂 tau ae lu,3,0.0
1084,yaelah cil sipaling paham bgt lu wkwkw,3,3.0
1085,udah ga pribumi bro🗿,4,4.0
1086,sama anj😭,3,3.0
1087,blm pernah liat org2 india yg kantong matanya item2 dan besar,4,4.0
1088,warna kulit kalah sma warna duit 🤪😜😜😜,4,4.0
1089,@fattimhazraa yg namanya zahra sus kata ajam temen riski,3,3.0
1090,wkwk emaknya di belakang 🗿,3,3.0
1091,zara meresahkan 😁,3,3.0
1092,mau 700 kali gesekan nggak mbk zaraa🙏🙏,5,5.0
1093,suka lihat bedok zara,5,5.0
1095,@𝐆𝐀𝐑𝐄𝐍𝐀𝟒𝐃 🖤top withdraw🖤,1,1.0
1097,@𝐆𝐒𝐎 𝟕𝟖𝟗 💚stay with me💚,1,1.0
1099,bisa masak d wajahnya,3,4.0
1100,1 yg hyper suka vc🤤,5,5.0
1101,cemilan pejabat,5,5.0
