Indeks,Komentar,Komentar_bersih,normal_teks,Label,Label_Validator
15981,"Rezeki nomplok dari 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧 ! Modal kecil, hasilnya luar biasa! Pasti balik lagi.","rezeki nomplok dari manjurbet ! modal kecil, hasilnya luar biasa! pasti balik lagi.","rezeki nomplok dari manjurbet ! modal kecil, hasilnya luar biasa! pasti balik lagi.",1,1
6441,cowok2 sakittttr anj,cowok2 sakittttr anj,cowok sakit anjing,3,4
26296,emang bakalan berharap dia mau nikah sama lu?,emang bakalan berharap dia mau nikah sama lu?,emang bakalan berharap dia mau nikah sama lu?,0,0
59407,buat konten donk ttg pelakor bahaya selingkuh,buat konten donk ttg pelakor bahaya selingkuh,buat konten dong tentang pelakor bahaya selingkuh,0,0
28506,apalagi kalau yang cuma 1 10 pasti berisik banget,apalagi kalau yang cuma 1 10 pasti berisik banget,apalagi kalau yang cuma 1 10 pasti berisik banget,0,0
8305,bang coba lanjutin tapi tiada sensor,bang coba lanjutin tapi tiada sensor,bang coba lanjutkan tapi tiada sensor,5,5
37677,hope those kinds of men never find me,hope those kinds of men never find me,harap those jenis of men never temukan me,0,0
16236,"Keren banget! Menang banyak di D𝑂R𝘈𝟽7, auto liburan mewah!","keren banget! menang banyak di dora77, auto liburan mewah!","keren banget! menang banyak di dora77, auto liburan mewah!",1,1
16599,Saldo sisa sedikit langsung di kasih menang di ♥M♥A♥N♥D♥A♥L♥I♥K♥A♥7♥7♥!,saldo sisa sedikit langsung di kasih menang di emoji_heart_suit m emoji_heart_suit a emoji_heart_suit n emoji_heart_suit d emoji_heart_suit a emoji_heart_suit l emoji_heart_suit i emoji_heart_suit k emoji_heart_suit a emoji_heart_suit 7 emoji_heart_suit 7 emoji_heart_suit !,saldo sisa sedikit langsung di kasih menang di emoji_heart_suit m emoji_heart_suit a emoji_heart_suit n emoji_heart_suit d emoji_heart_suit a emoji_heart_suit l emoji_heart_suit i emoji_heart_suit k emoji_heart_suit a emoji_heart_suit tujuh emoji_heart_suit tujuh emoji_heart_suit !,1,1
6321,salah ceweknya dimana🥀🥀 n its the men s fault dawg that specific men,salah ceweknya dimana emoji_wilted_flower emoji_wilted_flower n its the men s fault dawg that specific men,salah ceweknya di mana emoji_wilted_flower emoji_wilted_flower n its the men s fault dog that spesifik men,4,4
6914,kakak baru pertama kali nonton ya? pantengin terus deh video video tipsmalamjumat versi full nya disini LINK0,kakak baru pertama kali nonton ya? pantengin terus deh video video tipsmalamjumat versi full nya disini link0,kakak baru pertama kali nonton ya? pantau terus deh video video tips malam jumat versi penuh nya di sini link0,2,5
53390,kalo aku hina kk terus aku dapet gocap itu termasuk uang haram atau halal ya kak😭,kalo aku hina kk terus aku dapet gocap itu termasuk uang haram atau halal ya kak emoji_loudly_crying_face,kalo aku hina kk terus aku dapat gocap itu termasuk uang haram atau halal ya kak emoji_loudly_crying_face,0,0
5864,yakan udh ketebak ap isi kmn ny pada ngehina suku terutama jawa ini loh yg bkin indo g maju ap lgi kebanyakan yg ngehina akunnya privat ups🤭,yakan udh ketebak ap isi kmn ny pada ngehina suku terutama jawa ini loh yg bkin indo g maju ap lgi kebanyakan yg ngehina akunnya privat ups emoji_face_with_hand_over_mouth,ya kan udah ketebak ap isi ke mana ini pada menghina suku terutama jawa ini loh yg bikin indo g maju ap lagi kebanyakan yg menghina akunnya privat ups emoji_face_with_hand_over_mouth,4,4
4881,betul sekali mendagri itu biangnya kerusuhan aceh dengan sumut presiden copot aja itu mendagri,betul sekali mendagri itu biangnya kerusuhan aceh dengan sumut presiden copot aja itu mendagri,betul sekali mendagri itu biangnya kerusuhan aceh dengan sumut presiden copot aja itu mendagri,3,3
7802,klo bikin konten yang bermangfaat masa konten kaya ginian ebol we sakalian,klo bikin konten yang bermangfaat masa konten kaya ginian ebol we sakalian,kalau bikin konten yang bermanfaat masa konten kaya gini ebol we sekalian,3,3
58004,sangat beruntung sekali allah menyatukan kang sule dgn natalie skrg menjadi natali yg sholehah dan lebih baik,sangat beruntung sekali allah menyatukan kang sule dgn natalie skrg menjadi natali yg sholehah dan lebih baik,sangat beruntung sekali allah menyatukan kang sule dengan natalie sekarang menjadi natali yg sholehah dan lebih baik,0,0
3172,negara apani cokk😥,negara apani cokk emoji_sad_but_relieved_face,negara apa ini cok emoji_sad_but_relieved_face,3,3
4424,pasti ada yg nyalahin ddlm ada pemecah pasti nanti ada yg bilang propkatornya agama islam😁😂🤣,pasti ada yg nyalahin ddlm ada pemecah pasti nanti ada yg bilang propkatornya agama islam emoji_beaming_face_with_smiling_eyes emoji_face_with_tears_of_joy emoji_rolling_on_the_floor_laughing,pasti ada yg menyalahkan di dalam ada pemecah pasti nanti ada yg bilang provokator agama islam emoji_beaming_face_with_smiling_eyes emoji_face_with_tears_of_joy emoji_rolling_on_the_floor_laughing,4,4
5400,mendagri buat malu aja kerjanya dan boby pun kok serakah,mendagri buat malu aja kerjanya dan boby pun kok serakah,mendagri buat malu aja kerjanya dan boby pun kok serakah,3,3
61183,jdkfn hd ih,jdkfn hd ih,jdkfn hd ih,0,0
14443,dia itu isi perut nya tai hanya di bungkus dengan daging dan cover yang bagus,dia itu isi perut nya tai hanya di bungkus dengan daging dan cover yang bagus,dia itu isi perut nya tai hanya di bungkus dengan daging dan cover yang bagus,3,3
12821,pemain bokep,pemain bokep,pemain bokep,5,5
11600,berharap maia hancur setelah di tingal tapi malah jadi ratu sesungguhnya akirnya kagak terima ya gini ini,berharap maia hancur setelah di tingal tapi malah jadi ratu sesungguhnya akirnya kagak terima ya gini ini,berharap maia hancur setelah di tinggal tapi malah jadi ratu sesungguhnya akhirnya kagak terima ya gini ini,3,3
2814,lahhhh emangggg luu punyaaa duittt buattt nikah,lahhhh emangggg luu punyaaa duittt buattt nikah,lah emang lu punya duit buat nikah,3,3
53686,iya co 😭,iya co emoji_loudly_crying_face,iya co emoji_loudly_crying_face,0,0
25362,ok aku share,ok aku share,oke aku berbagi,0,0
7912,doh malu maluin cewe lu bang,doh malu maluin cewe lu bang,doh malu malu-maluin cewek lu bang,3,3
16466,"Main di 𝑴𝑨𝑪𝑨𝑼𝟑𝟐𝟖  bikin kantong tebal, rezeki melimpah ruah!","main di macau328 bikin kantong tebal, rezeki melimpah ruah!","main di macau328 bikin kantong tebal, rezeki melimpah ruah!",1,1
4099,koq gx ad yg muncul u yg sering bilang tabak agama 🙏🙏🙏🙏,koq gx ad yg muncul u yg sering bilang tabak agama emoji_folded_hands emoji_folded_hands emoji_folded_hands emoji_folded_hands,kok gx ad yg muncul u yg sering bilang tabak agama emoji_folded_hands emoji_folded_hands emoji_folded_hands emoji_folded_hands,4,4
2848,nona wkwkwk umur mu masih 2 bulan deck🤣,nona wkwkwk umur mu masih 2 bulan deck emoji_rolling_on_the_floor_laughing,nona wkwkwk umur mu masih dua bulan dek emoji_rolling_on_the_floor_laughing,3,3
27187,apa perlu di meriahkan lagi?,apa perlu di meriahkan lagi?,apa perlu di meriahkan lagi?,0,0
52184,makasih udh ingatin,makasih udh ingatin,makasih udah ingatkan,0,0
14212,kok lu bedua pada ga ada pentilnya sik gua cari ga ada yg pentilnya nongol kenapa ya,kok lu bedua pada ga ada pentilnya sik gua cari ga ada yg pentilnya nongol kenapa ya,kok lu berdua pada ga ada pentil sik gua cari ga ada yg pentil nongol kenapa ya,5,5
64715,astaghfirullahalazim paman yuk sholat,astaghfirullahalazim paman yuk sholat,astaghfirullahalazim paman yuk sholat,0,0
4598,kristen tebak agama,kristen tebak agama,kristen tebak agama,4,4
3828,klian tuh selalu menghakimi dan menyalahkan agama islam di indo krna mayoritas tpi lupa bahwa di negara luar sana saat klian yg jadi mayo lain ceritanya,klian tuh selalu menghakimi dan menyalahkan agama islam di indo krna mayoritas tpi lupa bahwa di negara luar sana saat klian yg jadi mayo lain ceritanya,kalian tuh selalu menghakimi dan menyalahkan agama islam di indo karena mayoritas tapi lupa bahwa di negara luar sana saat kalian yg jadi mayonnaise lain ceritanya,4,4
24718,yang salah rakyat nya bukan kota nya🙏,yang salah rakyat nya bukan kota nya emoji_folded_hands,yang salah rakyat nya bukan kota nya emoji_folded_hands,0,0
11838,lebar banget mukanya,lebar banget mukanya,lebar banget mukanya,3,3
15221,D Е 𝙒 𝐀 𝘋 𝙊 Я Аadalah platform yang terus diperbarui. 🧀,d e w a d o ia aadalah platform yang terus diperbarui. emoji_cheese_wedge,d e w a d o ia aadalah platform yang terus diperbarui. emoji_cheese_wedge,1,1
47223,sama bg tapi aku gajinya malah tekor,sama bg tapi aku gajinya malah tekor,sama bang tapi aku gajinya malah tekor,0,0
318,🌟 @pgc789 ✨super maxwin✨🌟,emoji_glowing_star mention_pgc789 emoji_sparkles super maxwin emoji_sparkles emoji_glowing_star,emoji_glowing_star mention_pgc789 emoji_sparkles super maxwin emoji_sparkles emoji_glowing_star,1,1
14333,muslimah modern pak kyai pasti jg klepek² nih klo di jotos🤭,muslimah modern pak kyai pasti jg klepek2 nih klo di jotos emoji_face_with_hand_over_mouth,muslimah modern pak kyai pasti juga klepek-klepek nih kalau di jotos emoji_face_with_hand_over_mouth,4,4
10343,ngakak parah liat ini 😭 barengan buka 𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳✨ yang nonton pasti ngakak juga 😂,ngakak parah liat ini emoji_loudly_crying_face barengan buka alexis17 emoji_sparkles yang nonton pasti ngakak juga emoji_face_with_tears_of_joy,ngakak parah liat ini emoji_loudly_crying_face bareng buka alexis17 emoji_sparkles yang nonton pasti ngakak juga emoji_face_with_tears_of_joy,1,1
7058,sasha pengalaman bngt seks nya jangan,sasha pengalaman bngt seks nya jangan,sasha pengalaman banget seks nya jangan,5,5
7923,bang klo berani pegang dagu nya plus gunung nya 😀😀😀,bang klo berani pegang dagu nya plus gunung nya emoji_grinning_face emoji_grinning_face emoji_grinning_face,bang kalau berani pegang dagu nya plus gunung nya emoji_grinning_face emoji_grinning_face emoji_grinning_face,5,5
625,@macanhoki789 🌟💫always maxwin 💫🌟,mention_macanhoki789 emoji_glowing_star emoji_dizzy always maxwin emoji_dizzy emoji_glowing_star,mention_macanhoki789 emoji_glowing_star emoji_dizzy selalu maxwin emoji_dizzy emoji_glowing_star,1,1
2869,lu juga masih kecil emng g bisa nikah🗿😹,lu juga masih kecil emng g bisa nikah emoji_moai emoji_cat_with_tears_of_joy,lu juga masih kecil emang g bisa nikah emoji_moai emoji_cat_with_tears_of_joy,3,3
13884,teringin dong mandi bersama kamunya 🤭🤭🤭,teringin dong mandi bersama kamunya emoji_face_with_hand_over_mouth emoji_face_with_hand_over_mouth emoji_face_with_hand_over_mouth,teringin dong mandi bersama kamu emoji_face_with_hand_over_mouth emoji_face_with_hand_over_mouth emoji_face_with_hand_over_mouth,5,5
31884,yg ngasih tantangan lol,yg ngasih tantangan lol,yg memberi tantangan lol,0,0
2829,lu seharusnya sekolah,lu seharusnya sekolah,lu seharusnya sekolah,3,3
3531,yh tuduh pecahin kuburan di tuduh agama kita lagi jelas2 agama nya sendiri yg lakuin🤣,yh tuduh pecahin kuburan di tuduh agama kita lagi jelas2 agama nya sendiri yg lakuin emoji_rolling_on_the_floor_laughing,yh tuduh pecahkan kuburan di tuduh agama kita lagi jelas agama nya sendiri yg lakukan emoji_rolling_on_the_floor_laughing,4,4
6240,mlhn lebih aman ga ad laki laki di dunia ga si hh,mlhn lebih aman ga ad laki laki di dunia ga si hh,malahan lebih aman ga ad laki laki di dunia ga si haha,4,4
12601,bahan colay nih wkwkwk,bahan colay nih wkwkwk,bahan colay nih wkwkwk,5,5
3482,buat umat islam apakah kalian ga malu komen seperti itu? keliatan bngt loh klo kualitas agama kalian rendahan bngt😇,buat umat islam apakah kalian ga malu komen seperti itu? keliatan bngt loh klo kualitas agama kalian rendahan bngt emoji_smiling_face_with_halo,buat umat islam apakah kalian ga malu komen seperti itu? kelihatan banget loh kalau kualitas agama kalian rendahan banget emoji_smiling_face_with_halo,4,4
21635,hahaha ya kan🤣🤣🤣,hahaha ya kan emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,hahaha ya kan emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0,0
16868,Wajib di coba sih di ᆢAᆢᆢLᆢᆢEᆢᆢXᆢᆢIᆢᆢSᆢᆢ1ᆢᆢ7ᆢ.,wajib di coba sih di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,wajib di coba sih di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1,1
284,@macanhoki789 ✨💙 in love💙💙,mention_macanhoki789 emoji_sparkles emoji_blue_heart in love emoji_blue_heart emoji_blue_heart,mention_macanhoki789 emoji_sparkles emoji_blue_heart di love emoji_blue_heart emoji_blue_heart,1,1
9973,alay bgt sih 😹🧢,alay bgt sih emoji_cat_with_tears_of_joy emoji_billed_cap,alay banget sih emoji_cat_with_tears_of_joy emoji_billed_cap,3,3
61019,enak gais,enak gais,enak guys,0,0
33641,semen itu bahanya dr jawa sendiri mebel kayu jati bahannya juga dr daerah,semen itu bahanya dr jawa sendiri mebel kayu jati bahannya juga dr daerah,semen itu bahaya dokter jawa sendiri mebel kayu jati bahannya juga dokter daerah,0,0
16061,Pertimbangkan untuk menjelajahi 𝘋𝘖𝙍𝘈𝟽𝟩jika Anda menghargai desain yang inovatif.,pertimbangkan untuk menjelajahi dora 77 jika anda menghargai desain yang inovatif.,pertimbangkan untuk menjelajahi dora 77 jika anda menghargai desain yang inovatif.,1,1
5303,si mendagri ga mungkin dia koar klo ga masuk duit dari gobi kerekening nya si mendagri,si mendagri ga mungkin dia koar klo ga masuk duit dari gobi kerekening nya si mendagri,si mendagri ga mungkin dia koar kalau ga masuk duit dari gobi ke rekening nya si mendagri,2,2
42678,astaghfirullah padahal ga ngapa2in tetep aja dikatain,astaghfirullah padahal ga ngapa 2 in tetep aja dikatain,astaghfirullah padahal ga kenapa dua di tetap aja dikatakan,0,0
14344,buset tobrut 🤣,buset tobrut emoji_rolling_on_the_floor_laughing,buset toket brutal emoji_rolling_on_the_floor_laughing,5,5
41504,auto reppot🤣🤣🤣,auto reppot emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,auto repot emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0,0
4369,jangan salahkan agamany tapi oknumny,jangan salahkan agamany tapi oknumny,jangan salahkan agamanya tapi oknum,4,4
35335,apa coba kalimantan dilupain mulu 😂😂,apa coba kalimantan dilupain mulu emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,apa coba kalimantan dilupakan mulu emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0,0
61240,kayak pernah masuk ke kamar itu 🤔,kayak pernah masuk ke kamar itu emoji_thinking_face,kayak pernah masuk ke kamar itu emoji_thinking_face,0,0
10724,orang kalo yang di undang ke acara acara kan cuma ada 2 hal pertama dia punya kelebihan kedua dia punya kekurangan nah mungkin ini di undang karna kekurangan kali ya abisan di kasih kekurangan sama tuhan eh malah dikurang kurangin lagi,orang kalo yang di undang ke acara acara kan cuma ada 2 hal pertama dia punya kelebihan kedua dia punya kekurangan nah mungkin ini di undang karna kekurangan kali ya abisan di kasih kekurangan sama tuhan eh malah dikurang kurangin lagi,orang kalo yang di undang ke acara acara kan cuma ada dua hal pertama dia punya kelebihan kedua dia punya kekurangan nah mungkin ini di undang karena kekurangan kali ya habisan di kasih kekurangan sama tuhan eh malah dikurangi kurangi lagi,3,3
1924,kera lapar,kera lapar,kera lapar,4,4
3800,kalau di counter merasa terzolimi mino 😂,kalau di counter merasa terzolimi mino emoji_face_with_tears_of_joy,kalau di counter merasa terzalimi mino emoji_face_with_tears_of_joy,4,4
42515,kulit lo shade apa bng,kulit lo shade apa bng,kulit lo bayangan apa bang,0,0
32036,ni bukan tag team,ni bukan tag team,ni bukan tag tim,0,0
11257,jijik bgt ni laki,jijik bgt ni laki,jijik banget ni laki,3,3
21885,ini terlalu menyalaa,ini terlalu menyalaa,ini terlalu menyala,0,0
24412,🗿🗿🗿 reyal,emoji_moai emoji_moai emoji_moai reyal,emoji_moai emoji_moai emoji_moai reyal,0,0
54782,i know komen pertama itu yg jujur bang tpi gapapa orang dia yg nyuruh juga,i know komen pertama itu yg jujur bang tpi gapapa orang dia yg nyuruh juga,i tahu komen pertama itu yg jujur bang tapi tidak apa-apa orang dia yg menyuruh juga,0,0
48119,@sharulap87 @masonyennn @rizal maull asikkk cuyy😁,mention_user mention_user mention_user maull asikkk cuyy emoji_beaming_face_with_smiling_eyes,mention_user mention_user mention_user maull asik cuy emoji_beaming_face_with_smiling_eyes,0,0
5366,pasti ada kepentingan keluarga yg katanya raja jawa,pasti ada kepentingan keluarga yg katanya raja jawa,pasti ada kepentingan keluarga yg katanya raja jawa,2,2
9364,siapp klo ada yg mau main cari ajah nama belakang kaka ini di gugel nnti ada paling atas ko muncul😅🥰,siapp klo ada yg mau main cari ajah nama belakang kaka ini di gugel nnti ada paling atas ko muncul emoji_grinning_face_with_sweat emoji_smiling_face_with_hearts,siap kalau ada yg mau main cari saja nama belakang kakak ini di google nanti ada paling atas ko muncul emoji_grinning_face_with_sweat emoji_smiling_face_with_hearts,1,1
44143,pakeee uuuuu pas ada balok terus ditiup pas ke kolong cobain😭😭,pakeee uuuuu pas ada balok terus ditiup pas ke kolong cobain emoji_loudly_crying_face emoji_loudly_crying_face,pakai uuuu pas ada balok terus ditiup pas ke kolong coba emoji_loudly_crying_face emoji_loudly_crying_face,0,0
11674,sesudah ngonten lanjut konten 18 😊,sesudah ngonten lanjut konten 18 emoji_smiling_face_with_smiling_eyes,sesudah ngonten lanjut konten 18 emoji_smiling_face_with_smiling_eyes,5,5
